movieId,doubanId
654,1471507
655,1316511
656,1316698
657,1890558
658,1856436
660,2033877
661,2037796
662,1859036
663,1482080
664,1914787
665,1449962
666,1301465
667,1466910
668,1927686
669,1780330
670,1308596
671,1308525
673,1476023
675,1301679
677,1307187
678,1307793
679,1308575
680,1326206
681,1419992
682,1325399
683,1308804
684,1395231
685,1308820
687,1295647
688,1300265
689,1401205
690,1291577
691,1307332
692,1477894
693,1790373
694,3017813
695,1294639
696,1298070
697,1303394
698,1306471
699,1777612
702,1294833
703,1299643
704,1293088
705,1303010
706,1757929
707,1292286
708,1498818
709,1878605
710,1302987
711,1578669
712,1451911
714,1292329
715,1291566
716,1293839
717,1292685
718,1293818
719,1292234
720,1756073
721,1291835
722,1292792
723,1689787
724,1421809
725,3626372
726,2133390
727,1322848
728,1292229
729,1820145
730,1857099
731,2129100
732,2300586
733,1302827
734,1292217
735,1794171
736,1292728
737,1291546
738,1292001
740,1418019
741,1291844
742,1292523
743,1300069
744,1419936
745,1291841
746,1292553
747,1293167
748,1292659
749,1291548
750,1291828
751,1291843
752,1291853
753,1292224
754,1292262
755,1292275
756,1292288
757,1292402
758,1293150
759,1301459
760,1417946
761,1474405
762,2138382
763,1872133
764,4190211
766,3933008
767,4100696
768,4894074
769,3330144
770,4711195
771,3305873
772,4005201
773,3292384
774,1878360
775,4202127
776,4217513
777,2978224
778,3619100
779,3543956
780,3402975
781,1293825
782,3864306
783,3683409
784,3344570
785,3892235
786,1308741
787,1304022
788,1949812
789,3897667
790,3015835
791,4230918
792,5958582
793,5031441
794,1294038
795,1304826
796,6019180
797,1877016
798,2132912
800,3445516
803,3074303
804,4307349
805,4004731
806,1301098
807,2995945
808,4253448
809,4066127
810,3805953
811,4304212
812,1307054
813,1296370
814,3148588
815,1871738
816,1306273
817,1307991
818,3534824
819,1306885
820,1294413
826,3210534
828,1292272
829,2002683
830,1452109
831,2027925
832,2310051
833,2326212
834,1914831
835,1303456
836,1294540
837,2156064
838,1308988
839,2023864
840,1291553
841,1294194
842,1304007
843,1309160
845,1325958
846,1305279
847,1306526
848,3075287
849,1417728
850,1578475
851,1293785
852,1477506
853,1295742
854,1437204
855,1578503
856,1307535
857,3007809
858,1309115
859,2997094
860,1297007
861,1850660
862,1308750
863,1422922
864,1418519
865,1292349
866,1298308
867,1422957
868,1309085
869,1308831
870,1309015
871,1292238
872,1309070
873,2230906
874,1900161
875,1299809
876,1979076
877,1483808
878,1482505
879,1308685
880,3039187
881,1294588
882,1980825
883,1293847
884,3543262
885,1427947
886,1421733
887,1300752
888,1302770
889,2032143
890,1900180
891,1294181
892,3562662
893,1788431
894,4241887
895,3819939
896,1787277
897,1855131
898,1302642
899,1291936
900,1432699
901,1299607
902,1361254
903,1301359
904,1308567
905,3105588
906,1296196
907,1299383
908,1418640
909,1315570
910,1850963
911,1463224
912,1892578
913,1299062
914,2222996
915,2369845
916,4074009
917,1978369
918,4217426
919,3003830
920,1292219
921,3172300
922,1291833
923,1295815
924,1291568
925,1301168
926,1306939
927,1291851
928,1966464
929,1291557
930,2230888
931,1291859
932,1951318
933,3078517
934,1292371
935,1309004
936,1299661
937,1291836
938,1766086
939,1293566
940,1300992
941,1478066
942,1309016
943,2028666
944,1301198
945,1291824
946,1293530
947,3205624
948,1300055
949,1438652
950,1308865
951,1307811
952,1292049
953,1867345
954,1293929
955,1293172
956,3073124
957,1292348
958,3026357
959,1291579
960,1292233
961,1305690
962,1304102
963,1292226
964,1301171
965,1308777
966,1309027
967,1309046
968,1292048
969,1301106
970,1308857
971,1292528
972,1292679
973,3008247
974,1388216
975,1294240
976,1307315
977,1291822
978,1292343
979,1292328
980,1291870
981,1292055
982,1304447
983,1297574
984,1293399
985,1300374
986,1292656
987,1292849
988,1292270
989,1937946
990,4268598
991,1291585
992,1851857
993,1291875
994,1300960
995,2149806
996,1293359
997,1291545
998,1291832
999,1306029
1000,1292365
1001,1292434
1002,1295399
1003,1298624
1004,1292208
1005,1296736
1006,1787291
1007,1291583
1008,1291560
1009,1291858
1010,1293350
1011,1292000
1012,1764796
1014,1440971
1016,2216326
1017,4073898
1018,1794438
1019,2257740
1020,2361386
1021,3072124
1022,2052209
1023,2971867
1024,1793913
1025,4009651
1026,2257732
1027,2028650
1028,1469441
1029,3082452
1030,3389558
1032,1304641
1034,2223596
1035,1474045
1036,2277018
1037,1300292
1039,1308858
1040,1292341
1041,1293941
1042,1436900
1043,1302476
1045,2028640
1046,3053521
1047,3291930
1048,2091015
1049,1789283
1050,1844413
1051,1578643
1052,3647523
1053,2132941
1054,2132430
1055,3011574
1056,1308751
1057,3012257
1059,3026635
1060,1951175
1061,3002820
1062,1922152
1063,3077413
1064,2294565
1065,2147854
1066,1303021
1067,1793671
1068,1292450
1069,1291937
1070,1309064
1071,1298737
1072,3607666
1073,1300741
1074,1422917
1075,2376071
1076,2035075
1077,2133466
1078,1291565
1079,2364834
1080,3244162
1081,2264715
1082,2969282
1083,2038365
1085,2350904
1086,1309218
1087,2336737
1088,1297126
1089,1946877
1090,3007826
1091,2062678
1092,3196716
1093,1305201
1095,1302678
1096,1305197
1097,1296201
1098,1305355
1099,1297747
1100,1302977
1101,1299745
1102,1306692
1103,1293142
1104,1300064
1105,1296897
1106,1394163
1107,1385567
1108,1482495
1109,1302927
1110,1996313
1111,3011581
1112,1428178
1113,2027923
1114,2051750
1115,2359450
1116,2138299
1117,1949329
1118,2284851
1119,2037833
1120,2074035
1121,1946882
1122,1937621
1123,2970087
1124,1793912
1125,1994879
1126,1295374
1127,1305046
1128,1468155
1129,1308582
1130,3230459
1131,2160611
1132,1309116
1133,2222995
1134,3230462
1135,2117922
1137,1304898
1138,1300044
1140,1972701
1141,3250377
1142,1758351
1143,2025154
1144,1457707
1146,1299603
1147,1900841
1149,1310153
1150,1903381
1151,3126196
1152,2003388
1153,1875317
1154,2002954
1155,1866475
1156,1308822
1157,2078159
1158,1309170
1159,1949608
1160,1428051
1161,3266406
1162,2240990
1163,2130163
1164,1293683
1165,3072779
1166,1307577
1167,2298926
1168,2153016
1169,1293422
1170,1865561
1171,1951163
1172,1298974
1173,1298697
1174,1308912
1175,2038379
1176,1945336
1177,1306632
1178,1867389
1180,1465829
1181,2999500
1182,1303001
1183,2044089
1184,1963067
1185,1299243
1186,2155676
1187,1294488
1188,2123510
1189,1871836
1190,2156945
1191,1927130
1192,1428177
1193,2361826
1194,2065021
1195,1607471
1196,1962823
1197,2078989
1198,1939414
1199,1296987
1200,1855834
1201,2144242
1202,2148619
1204,1292267
1205,1950525
1206,1945330
1207,1793904
1208,2059310
1209,1440855
1210,1297819
1211,2043546
1212,1922273
1213,2346881
1214,1907464
1216,1292279
1217,1792917
1218,2343491
1219,1301861
1220,1308207
1221,1299981
1222,1428054
1223,1926795
1224,1293527
1225,1947080
1226,2978951
1227,2272222
1228,1300399
1229,1300361
1230,1294323
1231,2027938
1232,1962116
1233,1920620
1234,1296909
1235,1839857
1236,1292624
1237,2237966
1238,2064441
1240,1308767
1241,1578507
1242,1947089
1243,1892530
1244,1929436
1247,1297478
1248,1419953
1249,1434257
1250,1305068
1251,1308429
1252,1295253
1253,2124724
1254,2067505
1256,1864491
1257,1295629
1258,1293442
1259,1301434
1260,1293471
1261,1296717
1262,1300537
1263,1298320
1264,1292697
1265,1926517
1266,1296078
1267,1453067
1268,1917160
1269,2044102
1270,1478926
1271,1970437
1272,1297715
1273,1793903
1274,1297131
1275,1309297
1276,1308713
1277,1417555
1278,1296535
1279,1779689
1280,1578509
1281,1507152
1282,1304129
1283,1293691
1284,1309052
1285,1292225
1286,1291584
1287,1301409
1288,1291580
1289,1428602
1290,1300056
1291,1303237
1292,1293755
1293,1303037
1294,1418834
1295,1293694
1296,1945549
1297,1301578
1298,1292633
1299,2080133
1300,1296454
1301,2148295
1302,1308987
1303,1305010
1304,1292326
1305,1461351
1306,1294829
1307,1788602
1308,1303246
1309,1758336
1310,1401524
1311,1295250
1312,1329562
1313,1306612
1314,1303910
1315,1309136
1316,1307873
1317,2030778
1318,1794435
1319,1316505
1320,1294584
1321,1353745
1322,1963940
1323,1307917
1324,1793491
1325,1941283
1326,2080130
1327,1401535
1328,1295038
1329,1296996
1330,1309055
1331,1418192
1332,1806555
1333,1793909
1334,1937400
1335,1394968
1336,1853752
1337,1292212
1338,1293203
1339,1306911
1340,1291586
1341,1466007
1342,1309021
1343,1293759
1344,1297862
1345,1829654
1346,1929443
1347,1418189
1348,1849959
1349,1482077
1350,1292898
1351,1293124
1352,1292440
1353,1304585
1354,1298038
1355,1295229
1356,1301445
1357,1308843
1358,1293470
1359,1292444
1360,1302467
1361,1307695
1362,1303815
1364,1299624
1365,1835843
1366,1443650
1367,1394819
1368,1307023
1369,1296203
1370,1304726
1371,1297909
1372,1400868
1374,1766813
1375,1412579
1376,1478063
1377,1307853
1378,1308620
1379,1296157
1380,1449961
1381,1482090
1382,1853160
1383,1781126
1384,1305306
1385,1473297
1386,1863766
1388,4058698
1390,1296153
1391,4906427
1392,2284424
1393,2248707
1394,1864810
1395,3696540
1396,1463371
1398,1438760
1399,2303163
1403,1461073
1404,1857872
1405,3287562
1406,4728584
1407,1940094
1408,4226741
1409,5384548
1410,1299362
1411,6858722
1412,3078609
1413,4876722
1414,1308995
1415,3168086
1416,4059245
1417,4724739
1418,1295045
1419,4896263
1420,1921583
1421,4728471
1423,1306861
1424,4735188
1425,1309044
1426,3546019
1427,1764342
1428,1300555
1429,1828213
1430,2222629
1432,3718447
1433,1299965
1434,5265166
1435,5284554
1436,3014183
1437,1307394
1438,1395091
1440,1305466
1441,1550445
1442,1308288
1443,1401338
1444,1422086
1445,3596502
1446,1301753
1447,4111333
1448,3928370
1449,3993553
1451,4172516
1452,2369549
1453,3737117
1454,1950570
1455,1309063
1456,1948937
1457,1306730
1458,2085020
1461,1304530
1462,1299777
1463,1303073
1464,1300894
1465,1307840
1467,1295703
1469,1300186
1472,3092011
1473,3092010
1474,1436868
1475,1437678
1476,1299265
1477,1300291
1478,1301823
1479,1292790
1480,1306733
1481,1307739
1482,1826150
1483,1436674
1485,1298947
1486,1780168
1487,1307807
1488,1308499
1489,1308079
1490,1297517
1491,1294693
1493,1297514
1494,1309059
1495,1305735
1496,1295078
1497,1394268
1498,1307545
1499,1308860
1500,1297570
1501,1295490
1502,1295318
1503,1293555
1504,1298128
1505,1300945
1506,1307876
1507,1291852
1508,1301912
1509,1302795
1510,1308799
1511,1291847
1512,1307681
1513,1304676
1514,1307449
1515,1298213
1516,1304337
1517,1298989
1518,1303630
1519,1306523
1520,1296463
1521,1401129
1522,1307404
1523,1293764
1524,1294408
1527,1292228
1528,1308366
1529,1299327
1530,2138507
1531,2346994
1533,1308806
1534,3314870
1536,1464338
1537,2148618
1538,1394626
1539,3212106
1540,1308811
1541,1439890
1542,1309018
1543,1307781
1544,1303217
1545,1308746
1546,1329962
1547,1316506
1548,1308699
1549,1422889
1550,1299048
1551,1306541
1552,1307323
1553,1891179
1554,1298898
1555,1299374
1556,1760027
1557,1482079
1558,1433673
1559,1291582
1560,1291581
1561,1306795
1562,1294007
1563,1297743
1564,1292900
1565,1296436
1566,1307014
1567,1997681
1568,1300678
1569,1305703
1570,1303173
1571,1308747
1572,1291588
1573,1291838
1574,1292396
1575,1873535
1576,1437883
1577,1308797
1578,1292950
1579,1303590
1580,1308005
1581,1298112
1582,1293323
1583,1299365
1584,1300108
1585,1302369
1586,1316513
1587,1438689
1588,1422952
1589,1308076
1590,1308722
1591,1418605
1592,1499008
1593,1294963
1594,1308573
1595,1853621
1596,1306505
1597,1305224
1598,1433417
1599,1297769
1600,1292780
1601,1294496
1602,1297643
1603,1291558
1604,1292047
1605,1291992
1606,1293145
1607,1292718
1608,1298759
1609,1300275
1610,1305456
1611,1297320
1612,1291873
1613,1303053
1615,1296778
1616,1292277
1617,1292925
1618,1461348
1619,1296935
1620,1295865
1621,3262939
1622,3036997
1623,1467044
1624,1293908
1625,1294371
1626,1293270
1627,1295646
1628,1296242
1630,3075983
1634,1465035
1635,2032236
1636,1465023
1637,1465024
1638,1293353
1639,1308776
1640,1309045
1641,1474189
1642,1316572
1643,1292281
1644,1300092
1645,1307354
1646,1307311
1647,1303693
1648,1474203
1649,1291863
1650,1297000
1651,1295292
1652,1293131
1653,1294893
1654,1294791
1655,1300656
1656,1297544
1657,1308848
1658,1298653
1659,1295242
1660,4821379
1661,4804079
1662,3006416
1664,3279107
1665,3190880
1666,3345619
1667,3570688
1668,1758810
1669,3757362
1670,2357719
1671,3990470
1672,2209368
1674,1296339
1675,3612790
1676,1827955
1677,1291544
1678,1422909
1679,1439579
1680,1307389
1681,2210031
1682,2157176
1683,3227335
1684,3609075
1685,1296538
1686,2286642
1687,2279152
1688,2357707
1689,2357701
1690,2357711
1691,1418197
1692,3273429
1694,5422105
1696,1763205
1697,4942776
1698,3564499
1699,1303278
1700,1310174
1701,2140064
1702,5401550
1703,3227410
1704,1424702
1705,1296753
1706,3401355
1707,1302109
1708,1292352
1709,3552028
1710,3001399
1711,1308074
1713,1759386
1714,3011093
1715,2334814
1716,1889152
1717,1305553
1718,3149087
1719,1841523
1720,1878176
1721,1301174
1722,1291990
1723,1291554
1724,5355187
1725,4196129
1729,6506066
1730,3426848
1731,6759556
1733,3882839
1734,3217878
1735,4014405
1736,4164444
1737,3569943
1738,3006783
1739,4196227
1741,3017651
1742,4323732
1743,4858775
1744,4707596
1745,1305725
1746,4917698
1747,4910183
1748,1304056
1750,4286017
1751,4821046
1752,1297260
1753,1652618
1754,2379039
1759,1917074
1761,1293434
1762,1293731
1763,1455979
1764,3008253
1765,3197783
1766,1947091
1767,1410556
1768,3114111
1770,1294589
1771,1292532
1772,1293155
1774,1304608
1775,2373267
1776,2248529
1777,2154096
1778,3873960
1779,1401118
1780,2335122
1781,2058735
1782,1295586
1783,1302522
1784,3546035
1785,2132930
1786,1792928
1788,2028647
1789,1309177
1791,1309054
1792,1305671
1793,1293596
1794,1830528
1795,1830590
1796,1951105
1797,1441612
1799,3356338
1800,2181930
1801,2254648
1802,2997325
1803,1308779
1804,1293090
1805,1295527
1806,1309050
1807,3268216
1808,3018122
1809,1438041
1810,1905790
1811,2059225
1812,2124507
1813,1307463
1814,1960302
1815,1292895
1816,2297265
1817,1296693
1818,1307319
1819,1297866
1820,1296253
1821,1417868
1822,1308762
1823,1292344
1824,1307528
1825,1292660
1826,1295686
1827,1858270
1828,1418187
1829,1588704
1830,1918224
1831,1307657
1832,1961844
1833,1578487
1834,1419974
1835,1303139
1836,1441801
1837,3005496
1838,1432146
1839,1304141
1842,4888039
1843,3070319
1844,4036000
1845,3992226
1846,1919245
1847,2131399
1848,2159331
1849,4294119
1853,3075282
1854,3620686
1855,5372374
1856,3652302
1857,4082544
1858,3440075
1859,2368641
1860,1773834
1861,2336785
1862,2354729
1863,3737098
1864,1927369
1865,1323749
1866,2267369
1867,1432448
1868,1300193
1869,2043126
1870,1418954
1871,1304582
1872,1783461
1873,2971742
1874,2139553
1875,1949328
1876,2009392
1877,1296284
1878,2002744
1879,1292056
1880,2081739
1881,1292760
1882,1298442
1883,1295568
1884,1300267
1885,1298505
1886,1457218
1887,1428068
1888,1309049
1889,1437339
1890,1428878
1891,1464548
1892,1298744
1893,1301234
1894,1301230
1895,1301231
1896,1449381
1897,1294140
1898,1293824
1899,1293181
1900,1929461
1901,2034948
1902,1796053
1903,1393859
1904,2083967
1907,4300640
1908,5948622
1915,3062897
1916,1395445
1917,1401604
1918,1301757
1919,1994876
1920,4022090
1921,4903613
1923,1390020
1925,2147121
1926,2147129
1927,3035537
1928,5360033
1929,2018131
1930,1766792
1931,1381964
1932,1395080
1933,6436751
1934,1915312
1935,1790376
1936,1856299
1937,6013893
1938,1293135
1939,1309201
1941,1301509
1942,3154909
1943,3011102
1944,4832564
1945,5951228
1946,4917705
1947,4061061
1949,2360882
1950,4742378
1951,3184572
1952,1937077
1953,3239700
1954,3011224
1955,3197491
1956,4191745
1957,2160933
1958,4812751
1959,4826770
1960,5370353
1961,2365260
1963,4798888
1964,2142535
1965,3692611
1966,1304970
1967,2357717
1968,2357713
1969,2357703
1970,2357699
1971,5153329
1972,3024826
1973,4740691
1974,3838279
1975,5316829
1976,1453238
1988,4822829
1989,5948613
1990,4812830
1991,5967223
1993,4881202
1999,5349275
2001,1863102
2002,6041194
2003,4074158
2004,2978372
2006,4848115
2011,2158156
2013,3994104
2014,4822846
2016,1858711
2017,5386987
2018,2209022
2020,4827531
2021,2042178
2023,4861542
2024,5294707
2027,1759766
2029,3780379
2032,4751270
2034,5313367
2035,4195628
2041,3718665
2043,1963070
2044,3734350
2045,3892394
2046,4862211
2049,1465654
2050,4841238
2051,4022142
2052,1940794
2055,3430169
2056,4293234
2057,4044842
2058,4176688
2059,3017339
2061,3335371
2064,3259956
2065,1470600
2066,3003826
2067,3602965
2068,3240843
2069,2338160
2070,3993682
2071,3011051
2072,3685955
2073,1316693
2074,3813933
2076,2018076
2077,3681259
2078,2033317
2080,3193101
2082,3727653
2084,2249535
2086,3908423
2089,2357302
2090,3732807
2091,2135983
2092,1451462
2094,1299952
2095,3804477
2096,2154859
2097,1307931
2098,1998649
2099,2357374
2100,2190928
2101,1292598
2102,2190929
2103,2190927
2104,2214169
2105,1309035
2106,1295340
2107,1300659
2108,1298291
2109,1301788
2110,1305071
2111,1306802
2112,1856682
2114,1898729
2115,1459767
2116,1463762
2117,1432701
2118,1464448
2119,1464452
2120,1464451
2121,1464450
2122,1464449
2127,3862363
2128,1986035
2129,3744603
2130,3794489
2132,3011552
2133,3647097
2135,3439455
2136,3546152
2137,1465689
2139,3681358
2140,2043404
2141,3740017
2142,3134345
2144,3259416
2145,3002065
2146,2377605
2147,2047910
2148,1768351
2149,2326676
2150,3437176
2151,1301167
2153,2276934
2154,2249531
2156,1818263
2157,3268241
2158,3439456
2159,2230654
2161,1906298
2162,2129386
2163,3060542
2164,1291573
2165,2042186
2166,1950601
2167,1298694
2168,1845625
2169,2301363
2172,3065350
2173,2408702
2176,2149804
2177,3011225
2178,1462839
2179,3110762
2180,3218596
2181,2416910
2182,1465687
2183,1997685
2185,3196667
2187,1477448
2188,1760104
2189,3196686
2190,1917866
2191,1876319
2193,1863598
2194,1889320
2195,1872927
2196,1892335
2197,1800597
2198,1770547
2200,1938022
2201,1448755
2202,1433342
2203,1887829
2204,3755531
2205,1865943
2207,1796778
2208,2299436
2209,2042181
2210,1441060
2211,1860582
2212,2059529
2217,1303585
2218,1465679
2219,1984851
2220,1796986
2221,2142538
2222,2982823
2224,1305084
2225,1917905
2226,1418677
2227,2270388
2228,2150220
2230,2173108
2231,1465081
2232,2270422
2233,2270390
2235,1389986
2236,2031438
2238,1788094
2239,3731581
2241,1783462
2242,4057312
2243,4280770
2244,3564315
2245,3104794
2246,4249355
2247,3011459
2248,3268171
2249,3011617
2250,3878157
2251,3267120
2252,5326589
2253,2174535
2254,4179012
2255,1892848
2256,1308752
2257,1306809
2258,1428175
2259,3206681
2260,2265778
2261,3402101
2262,1305677
2263,1316580
2264,1417042
2265,3823425
2266,4732903
2267,2075973
2268,3231686
2269,1293515
2270,3066739
2271,3329192
2272,4082307
2273,1434184
2274,1299510
2275,3011052
2276,3785958
2277,2129042
2278,1972721
2279,1858802
2280,2133422
2281,2042235
2282,3312344
2285,1304972
2286,2271640
2287,1295763
2288,1306474
2289,1389982
2290,1308524
2291,3006309
2292,2225011
2293,2051007
2295,3077948
2296,2383207
2297,4082101
2298,2063528
2299,1966460
2301,3732699
2302,6114876
2303,5294344
2304,5285669
2305,4709904
2306,1308862
2307,4913214
2308,4925924
2309,4011164
2310,5155325
2311,3826526
2312,4059238
2313,2153527
2315,3731718
2316,3439443
2317,3834175
2319,3861997
2320,2161882
2323,2271718
2324,3131854
2325,3012309
2326,3068563
2327,1308847
2328,1302379
2329,1307741
2330,1308830
2331,1962508
2332,1308866
2333,1424746
2334,1305926
2335,1308742
2336,1433232
2338,2043465
2339,2367213
2340,1825679
2341,3571532
2342,1851769
2343,1484469
2344,1438759
2345,3280079
2346,3148571
2347,2190963
2348,2190972
2349,2190935
2350,2279833
2351,2295809
2352,2287750
2355,2371837
2356,2230669
2358,2990292
2359,2381076
2360,2156698
2361,1922656
2362,2190925
2363,2224160
2364,2279912
2365,2224146
2367,1951081
2368,1863923
2369,2286012
2370,2148680
2371,1890369
2372,1463033
2374,2989755
2375,3356340
2376,3528554
2377,1299288
2378,3156117
2379,4043763
2380,3014302
2381,3275168
2382,1819388
2383,2980436
2384,2359497
2385,2980437
2386,3696535
2388,1788940
2389,3920977
2391,2149047
2392,1302205
2393,1303535
2396,1762834
2398,3103405
2401,3227266
2402,2372389
2403,3150795
2404,1306583
2405,2286418
2407,3737283
2408,1422286
2409,1441948
